transaction_id,transaction_date,branch,product,quantity,unit_price,customer_name,payment_method
TAK-40025,26/01/2026,takoradi,Laptops,7.0,6500.0,Kofi Addo,Card
TAK-40044,2026-02-17,TAKORADI, Printer ,,2500.0,Kwame Asante,Card
TAK-40031,26/01/2026,takoradi,Mouse,4.0,₵150.00,Yaw Boateng,Bank Transfer
TAK-40078,2026-03-22,takoradi,Office Printer,1.0, 2500.00 ,Ama Mensah,CASH
TAK-40058,02/01/2026,takoradi, Printer ,1.0,"GHS 2,500.00",Akosua Owusu,Card
TAK-40033,2026-02-03,Takoradi,KEYBOARD,3.0,GHS 350.00,Kwame Asante,Mobile Money
TAK-40080,2026-01-03,Takoradi, Monitor ,6.0,1800.0,,cash
TAK-40060,16/01/2026,Takoradi,Monitor,6.0,1800.0,Kofi Addo,Momo
TAK-40064,23/02/2026,Takoradi,Key board,2.0,GHS 350.00,Ama Mensah,Cash
TAK-40073,16/03/2026,Takoradi,MOUSE,3.0,GHS 150.00,Yaw Boateng,Momo
TAK-40038,21-Feb-2026,Takoradi, Keyboard ,7.0,GHS 350.00,Esi Arthur,Bank Transfer
TAK-40030,08/01/2026,takoradi,Monitor,6.0, 1800.00 ,Kofi Addo,Cash
TAK-40002,2026-01-08,takoradi,laptop,1.0,"₵6,500.00",Esi Arthur,Momo
TAK-40053,2026-01-13,Takoradi,Monitor,2.0,"GHS 1,800.00",Akosua Owusu,Momo
TAK-40022,26-Feb-2026,takoradi,LAPTOP,5.0,6500.0,Yaw Boateng,card
TAK-40003,2026-01-09,Takoradi ,laptop,1.0,"₵6,500.00",,card
TAK-40024,06/03/2026,takoradi,Monitor,1.0,"GHS 1,800.00",Kwame Asante,card
TAK-40079,12/02/2026,Takoradi,laptop,0.0,"GHS 6,500.00",Akosua Owusu,card
TAK-40075,29/01/2026,TAKORADI,LAPTOP,6.0, 6500.00 ,,Card
TAK-40021,09-Feb-2026,Takoradi ,LED Monitor,2.0, 1800.00 ,Akosua Owusu,Bank Transfer
TAK-40061,2026-03-25,TAKORADI,PRINTER,4.0, 2500.00 ,Kofi Addo,Card
TAK-40072,2026-01-25,takoradi,Printer,4.0,2500.0,Akosua Owusu,Momo
TAK-40015,02/01/2026,takoradi,Keyboard,8.0,350.0,Ama Mensah,card
TAK-40052,24/03/2026,TAKORADI,LAPTOP,5.0,"GHS 6,500.00",Yaw Boateng,Card
